,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
530,Anantapur (andhra pradesh) to Bangalore,YAS Tours and Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:05,01:00,02h 55m,INR 500,11 Seats available,4.8
531,Anantapur (andhra pradesh) to Bangalore,Delta Transports Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),00:20,03:20,03h 00m,1150,3 Seats available,4.2
532,Anantapur (andhra pradesh) to Bangalore,Skyline Transport,Non A/C Seater / Sleeper (2+1),23:15,04:30,05h 15m,INR 449,22 Seats available,4.0
533,Anantapur (andhra pradesh) to Bangalore,YAS Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,23:59,01h 59m,INR 900,1 Seat available,4.7
534,Anantapur (andhra pradesh) to Bangalore,Royal Rich India,Bharat Benz A/C Sleeper (2+1),20:10,23:45,03h 35m,750,2 Seats available,4.3
535,Anantapur (andhra pradesh) to Bangalore,Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),04:20,09:15,04h 55m,1077,5 Seats available,4.2
536,Anantapur (andhra pradesh) to Bangalore,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:40,03:15,03h 35m,1100,7 Seats available,4.8
537,Anantapur (andhra pradesh) to Bangalore,PSK Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:45,00:15,03h 30m,INR 1590,32 Seats available,3.5
538,Anantapur (andhra pradesh) to Bangalore,Orange Tours and Travels,Volvo Multi-Axle Sleeper A/C (2+1),23:00,02:30,03h 30m,INR 900,2 Seats available,No rating
539,Anantapur (andhra pradesh) to Bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),20:05,23:40,03h 35m,INR 1100,1 Seat available,3.1
540,Anantapur (andhra pradesh) to Bangalore,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,05:45,05h 46m,INR 600,12 Seats available,2.6
541,Anantapur (andhra pradesh) to Bangalore,Kallada Travels (Suresh Kallada),Scania AC Multi Axle Sleeper (2+1),21:25,00:50,03h 25m,INR 1200,10 Seats available,2.8
542,Anantapur (andhra pradesh) to Bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:00,02:25,03h 25m,INR 1000,1 Seat available,2.4
543,Anantapur (andhra pradesh) to Bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:55,03:00,03h 05m,INR 1100,2 Seats available,2.8
544,Anantapur (andhra pradesh) to Bangalore,YAS Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:25,23:45,03h 20m,INR 1300,1 Seat available,2.9
545,Anantapur (andhra pradesh) to Bangalore,Kallada Travels (Suresh Kallada),Scania Multi-Axle AC Semi Sleeper (2+2),23:50,04:00,04h 10m,INR 800,20 Seats available,2.8
546,Anantapur (andhra pradesh) to Bangalore,Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:00,00:30,02h 30m,2849,50 Seats available,2.1
547,Anantapur (andhra pradesh) to Bangalore,OVR Travels,NON A/C Sleeper (2+1),23:40,05:30,05h 50m,INR 850,1 Seat available,2.2
548,Hyderabad to Kurnool,APSRTC - 6485,STAR LINER(NON-AC SLEEPER 2+1),20:00,02:00,06h 00m,INR 488,16 Seats available,4.1
549,Hyderabad to Kurnool,APSRTC - 6604,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,02:15,06h 15m,INR 376,33 Seats available,3.9
550,Hyderabad to Kurnool,APSRTC - 6471,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:00,02:00,06h 00m,INR 360,31 Seats available,4.1
551,Hyderabad to Kurnool,APSRTC - 6849,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,02:10,06h 00m,INR 376,34 Seats available,3.8
552,Hyderabad to Kurnool,APSRTC - 6476,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,02:50,06h 30m,INR 376,32 Seats available,3.8
553,Hyderabad to Kurnool,APSRTC - 51306,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:45,06h 15m,INR 376,33 Seats available,4.4
554,Hyderabad to Kurnool,APSRTC - 5658,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,01:15,04h 30m,INR 344,33 Seats available,3.8
555,Hyderabad to Kurnool,APSRTC - 51007,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,03:00,06h 15m,INR 376,29 Seats available,2.6
556,Hyderabad to Kurnool,APSRTC - 6531,Express Non AC Seater 2+3,21:00,02:00,05h 00m,INR 265,47 Seats available,3.1
557,Hyderabad to Kurnool,APSRTC - 66441,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:30,06h 00m,INR 376,21 Seats available,4.5
558,Hyderabad to Kurnool,APSRTC - 6833,INDRA(A.C. Seater),21:30,03:20,05h 50m,INR 455,26 Seats available,3.4
559,Hyderabad to Kurnool,APSRTC - 51530,STAR LINER(NON-AC SLEEPER 2+1),21:45,04:15,06h 30m,INR 488,11 Seats available,4.0
560,Hyderabad to Kurnool,APSRTC - 6418,INDRA(A.C. Seater),22:00,03:00,05h 00m,INR 455,37 Seats available,3.3
561,Hyderabad to Kurnool,APSRTC - 6034,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,01:45,03h 30m,INR 344,33 Seats available,3.8
562,Hyderabad to Kurnool,APSRTC - 6538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03:25,04h 40m,INR 344,34 Seats available,3.8
563,Hyderabad to Kurnool,APSRTC - 6432,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03:00,04h 15m,INR 344,31 Seats available,3.9
564,Hyderabad to Kurnool,APSRTC - 51356,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:00,04h 00m,INR 344,34 Seats available,3.2
565,Hyderabad to Kurnool,APSRTC - 6469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03:30,04h 15m,INR 344,17 Seats available,3.1
566,Hyderabad to Kurnool,APSRTC - 6621,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04:00,04h 30m,INR 344,33 Seats available,4.3
567,Hyderabad to Kurnool,APSRTC - 6567,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,03:55,04h 10m,INR 344,30 Seats available,4.0
568,Hyderabad to Kurnool,APSRTC - 51059,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,04:30,04h 40m,INR 344,31 Seats available,4.6
569,Hyderabad to Kurnool,APSRTC - 6421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,04:10,04h 15m,INR 344,31 Seats available,4.3
570,Hyderabad to Kurnool,FlixBus,A/C Sleeper (2+1),20:00,00:40,04h 40m,INR 391.96,5 Seats available,4.1
571,Hyderabad to Kurnool,JBT TRAVELS,NON A/C Sleeper (2+1),20:00,01:30,05h 30m,INR 999,1 Seat available,3.9
572,Hyderabad to Kurnool,IRA Travels,A/C Sleeper (2+1),20:35,01:00,04h 25m,INR 1449,3 Seats available,4.0
573,Hyderabad to Kurnool,Sri Balaji Transports,Non A/C Seater / Sleeper (2+1),21:10,03:00,05h 50m,INR 500,7 Seats available,4.2
574,Hyderabad to Kurnool,Sri Balaji Transports,A/C Sleeper (2+1),21:15,03:00,05h 45m,INR 900,13 Seats available,4.2
575,Hyderabad to Kurnool,Matangi Travels,Non A/C Seater / Sleeper (2+1),21:20,03:30,06h 10m,380,15 Seats available,3.3
576,Hyderabad to Kurnool,Indu Travels,A/C Sleeper (2+1),21:35,02:30,04h 55m,INR 700,10 Seats available,4.3
577,Hyderabad to Kurnool,Blue Travels,Non A/C Seater / Sleeper (2+1),21:45,04:00,06h 15m,INR 360,22 Seats available,4.4
578,Hyderabad to Kurnool,Sri Balaji Transports,Non A/C Seater / Sleeper (2+1),21:50,03:30,05h 40m,INR 500,15 Seats available,4.2
579,Hyderabad to Kurnool,NS Travels,Non A/C Seater / Sleeper (2+1),22:00,04:15,06h 15m,INR 360,24 Seats available,4.3
580,Hyderabad to Kurnool,NueGo,Electric A/C Seater (2+2),23:00,04:15,05h 15m,212,19 Seats available,3.4
581,Hyderabad to Kurnool,Amala Travels,Non A/C Seater / Sleeper (2+1),21:40,02:30,04h 50m,INR 350,14 Seats available,2.8
582,Hyderabad to Kurnool,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,02:30,04h 30m,INR 450,23 Seats available,1.6
583,Hyderabad to Kurnool,S L Travels,NON A/C Sleeper (2+1),18:55,23:50,04h 55m,INR 1099,2 Seats available,4.3
584,Hyderabad to Kurnool,Om Sri Vinayaka Travels,A/C Seater / Sleeper (2+1),18:55,00:45,05h 50m,899,3 Seats available,4.3
585,Hyderabad to Kurnool,YAS Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),18:55,17:55,0-1h 00m,INR 900,2 Seats available,3.5
586,Hyderabad to Kurnool,VSR Tours and Travels,A/C Sleeper (2+1),18:55,01:30,06h 35m,INR 989,1 Seat available,4.5
587,Hyderabad to Kurnool,Intercity travels,Bharat Benz A/C Sleeper (2+1),19:00,23:15,04h 15m,INR 1599,3 Seats available,4.6
588,Hyderabad to Kurnool,Balaji Cabs,A/C Sleeper (2+1),19:00,22:40,03h 40m,INR 1499,23 Seats available,3.5
589,Hyderabad to Kurnool,PSK Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:00,22:35,03h 35m,INR 1190,30 Seats available,3.5
590,Hyderabad to Kurnool,Pramukh Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00,23:15,04h 15m,INR 1399,16 Seats available,4.7
591,Hyderabad to Kurnool,SVR Tours and Travels,A/C Sleeper (2+1),19:00,10:30,15h 30m,INR 1590,3 Seats available,3.5
592,Hyderabad to Kurnool,Jagan Travels,Scania AC Multi Axle Sleeper (2+1),19:00,23:00,04h 00m,INR 619,6 Seats available,4.5
593,Hyderabad to Kurnool,YAS Tours and Travels,Volvo A/C Semi Sleeper (2+2),19:00,17:45,0-2h 0-15m,INR 400,2 Seats available,3.6
594,Hyderabad to Kurnool,Go Tour Travels and Holidays,Scania AC Multi Axle Sleeper (2+1),19:00,23:00,04h 00m,1234,3 Seats available,4.3
595,Hyderabad to Kurnool,National travels,Bharat Benz A/C Sleeper (2+1),19:05,02:45,07h 40m,INR 1799,33 Seats available,4.5
596,Hyderabad to Kurnool,YAS Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:05,19:30,00h 25m,INR 700,5 Seats available,5.0
597,Hyderabad to Kurnool,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:10,23:15,04h 05m,708,5 Seats available,4.8
598,Hyderabad to Kurnool,YAS Tours and Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:10,19:45,00h 35m,INR 400,5 Seats available,3.6
599,Hyderabad to Kurnool,Royal Rich India,Bharat Benz A/C Sleeper (2+1),19:10,17:35,0-2h 0-35m,1000,9 Seats available,4.8
600,Hyderabad to Kurnool,Delta Transports Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,22:35,03h 20m,1500,7 Seats available,4.5
601,Hyderabad to Kurnool,AVM Tours And Travels,Non A/C Seater / Sleeper (2+1),19:30,01:45,06h 15m,1170,3 Seats available,3.1
602,Hyderabad to Kurnool,SRI MARUTHI TRAVELS,A/C Sleeper (2+1),19:30,01:30,06h 00m,INR 999,18 Seats available,3.0
603,Hyderabad to Kurnool,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:30,21:45,02h 15m,550,5 Seats available,4.8
604,Hyderabad to Kurnool,IntrCity SmartBus,AC Sleeper (2+1),19:30,23:35,04h 05m,INR 1039,3 Seats available,4.4
605,Hyderabad to Kurnool,Vikram Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:40,00:30,04h 50m,INR 1589,14 Seats available,4.5
606,Hyderabad to Kurnool,JBT TRAVELS,A/C Sleeper (2+1),19:40,22:15,02h 35m,INR 999,1 Seat available,3.7
607,Hyderabad to Kurnool,Moksha Travels,A/C Sleeper (2+1),19:45,00:50,05h 05m,INR 1639,1 Seat available,4.0
608,Hyderabad to Kurnool,Pramukh Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:45,23:15,03h 30m,INR 2399,6 Seats available,4.7
609,Hyderabad to Kurnool,SVR Tours and Travels,A/C Sleeper (2+1),20:00,23:55,03h 55m,INR 990,4 Seats available,3.5
610,Hyderabad to Kurnool,Jagan Travels,Scania AC Multi Axle Sleeper (2+1),20:00,23:55,03h 55m,INR 1400,1 Seat available,4.5
611,Hyderabad to Kurnool,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,01:00,05h 00m,1280,1 Seat available,5.0
612,Hyderabad to Kurnool,Go Tour Travels and Holidays,A/C Sleeper (2+1),20:00,01:45,05h 45m,1301,3 Seats available,4.3
613,Hyderabad to Kurnool,BSR Tours And Travels,A/C Sleeper (2+1),20:00,01:00,05h 00m,980,1 Seat available,4.7
614,Hyderabad to Kurnool,Jabbar Travels,NON AC Seater / Sleeper 2+1,20:00,01:00,05h 00m,INR 603,1 Seat available,3.3
615,Hyderabad to Kurnool,KSM Roadways,Bharat Benz A/C Sleeper (1+1),20:10,00:45,04h 35m,INR 3199,4 Seats available,4.8
616,Hyderabad to Kurnool,National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:15,02:45,06h 30m,INR 1296,9 Seats available,4.5
617,Hyderabad to Kurnool,TVK TRAVELS,Bharat Benz A/C Sleeper (2+1),20:20,02:30,06h 10m,2429,7 Seats available,4.8
618,Hyderabad to Kurnool,Vikram Travels,A/C Sleeper (2+1),20:20,01:00,04h 40m,INR 1339,13 Seats available,4.5
619,Hyderabad to Kurnool,Vikram Travels,A/C Sleeper (2+1),20:20,01:25,05h 05m,INR 949,17 Seats available,4.5
620,Hyderabad to Kurnool,Intercity travels,Bharat Benz A/C Sleeper (2+1),20:30,00:45,04h 15m,INR 1399,6 Seats available,4.6
621,Hyderabad to Kurnool,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),20:40,03:00,06h 20m,INR 599,12 Seats available,3.5
622,Hyderabad to Kurnool,Northern Travels,Bharat Benz A/C Sleeper (2+1),20:40,00:45,04h 05m,5224,4 Seats available,3.8
623,Hyderabad to Kurnool,KSM Roadways,Bharat Benz A/C Sleeper (2+1),20:45,00:45,04h 00m,INR 1699,8 Seats available,4.8
624,Hyderabad to Kurnool,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),20:50,00:55,04h 05m,INR 1829,2 Seats available,4.8
625,Hyderabad to Vinukonda,APSRTC - 4585,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,05:00,09h 00m,INR 467,11 Seats available,4.1
626,Hyderabad to Vinukonda,APSRTC - 5939,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,03:50,07h 40m,INR 464,7 Seats available,4.6
627,Hyderabad to Vinukonda,APSRTC - 48021,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,03:55,07h 15m,INR 467,26 Seats available,4.0
628,Hyderabad to Vinukonda,APSRTC - 4577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,05:30,08h 40m,INR 467,22 Seats available,3.6
629,Hyderabad to Vinukonda,APSRTC - 5970,INDRA(A.C. Seater),21:00,05:00,08h 00m,INR 565,20 Seats available,3.4
630,Hyderabad to Vinukonda,APSRTC - 5988,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,04:45,07h 25m,INR 464,14 Seats available,4.2
631,Hyderabad to Vinukonda,APSRTC - 5945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,05:00,07h 40m,INR 467,33 Seats available,3.7
632,Hyderabad to Vinukonda,APSRTC - 4589,INDRA(A.C. Seater),21:30,05:30,08h 00m,INR 565,21 Seats available,3.7
633,Hyderabad to Vinukonda,APSRTC - 5998,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,05:00,07h 15m,INR 467,11 Seats available,3.9
634,Hyderabad to Vinukonda,APSRTC - 4591,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,05:55,07h 55m,INR 467,16 Seats available,4.2
635,Hyderabad to Vinukonda,Raja Buses,NON AC Seater / Sleeper 2+1,21:00,04:50,07h 50m,INR 560,11 Seats available,4.5
636,Hyderabad to Vinukonda,Kaveri Travels,A/C Sleeper (2+1),21:30,05:00,07h 30m,INR 879,3 Seats available,3.7
637,Hyderabad to Vinukonda,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,INR 600,4 Seats available,4.2
638,Hyderabad to Vinukonda,Raja Buses,NON AC Seater / Sleeper 2+1,22:00,04:50,06h 50m,INR 500,14 Seats available,3.7
639,Hyderabad to Vinukonda,SVVT Travels,Non A/C Seater / Sleeper (2+1),21:25,05:05,07h 40m,INR 460,7 Seats available,No rating
640,Hyderabad to Vinukonda,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),21:45,05:25,07h 40m,INR 555,13 Seats available,3.9
641,Hyderabad to Vinukonda,V Kaveri Travels,A/C Sleeper (2+1),21:30,05:30,08h 00m,INR 1000,1 Seat available,3.9
642,Hyderabad to Vinukonda,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,INR 381,7 Seats available,4.6
643,Hyderabad to Vinukonda,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,05:30,08h 00m,450,6 Seats available,3.9
644,Hyderabad to Vinukonda,MVN Tours and Travels,Non A/C Seater / Sleeper (2+1),22:50,04:30,05h 40m,INR 4000,36 Seats available,4.0
645,Hyderabad to Vinukonda,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,05:00,07h 30m,1800,25 Seats available,4.0
646,Hyderabad to Vinukonda,Anish Travels,NON A/C Sleeper (2+1),23:00,05:00,06h 00m,INR 1000,6 Seats available,1.5
647,Hyderabad to Vinukonda,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),21:45,05:25,07h 40m,INR 599,12 Seats available,3.9
648,Hyderabad to Vinukonda,Lakshmi Travels,Non A/C Seater / Sleeper (2+1),19:30,04:30,09h 00m,INR 3000,40 Seats available,3.5
649,Hyderabad to Vinukonda,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),23:00,04:15,05h 15m,INR 800,21 Seats available,1.0
650,Rajahmundry to Visakhapatnam,APSRTC - 3095,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:00,01:30,05h 30m,INR 328,35 Seats available,3.7
651,Rajahmundry to Visakhapatnam,APSRTC - 3466,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:05,01:05,05h 00m,INR 342,34 Seats available,3.7
652,Rajahmundry to Visakhapatnam,APSRTC - 3275,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:15,01:05,04h 50m,INR 298,25 Seats available,3.7
653,Rajahmundry to Visakhapatnam,APSRTC - 2805,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,01:40,04h 55m,INR 342,30 Seats available,3.7
654,Rajahmundry to Visakhapatnam,APSRTC - 3267,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:20,05h 20m,INR 342,32 Seats available,2.4
655,Rajahmundry to Visakhapatnam,APSRTC - 3093,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:00,02:30,05h 30m,INR 328,20 Seats available,3.7
656,Rajahmundry to Visakhapatnam,APSRTC - 2972,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,02:15,05h 00m,INR 342,33 Seats available,3.7
657,Rajahmundry to Visakhapatnam,APSRTC - 4381,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,02:35,04h 45m,INR 344,33 Seats available,3.7
658,Rajahmundry to Visakhapatnam,APSRTC - 3039,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:00,02:30,04h 30m,INR 328,35 Seats available,3.7
659,Rajahmundry to Visakhapatnam,APSRTC - 3108,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:00,03:30,05h 30m,INR 328,34 Seats available,4.8
660,Rajahmundry to Visakhapatnam,APSRTC - 3071,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:15,05h 00m,INR 342,32 Seats available,3.7
661,Rajahmundry to Visakhapatnam,APSRTC - 3135,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,02:30,04h 00m,INR 312,33 Seats available,3.7
662,Rajahmundry to Visakhapatnam,APSRTC - 3184,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:00,05h 30m,INR 342,31 Seats available,3.3
663,Rajahmundry to Visakhapatnam,APSRTC - 4411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,02:32,04h 02m,INR 344,28 Seats available,3.2
664,Rajahmundry to Visakhapatnam,APSRTC - 2759,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:00,02:55,03h 55m,INR 328,36 Seats available,3.5
665,Rajahmundry to Visakhapatnam,APSRTC - 2925,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:00,05h 00m,INR 342,28 Seats available,4.4
666,Rajahmundry to Visakhapatnam,APSRTC - 4753,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:25,04h 25m,INR 344,34 Seats available,3.7
667,Rajahmundry to Visakhapatnam,APSRTC - 3137,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03:50,04h 35m,INR 342,33 Seats available,3.9
668,Rajahmundry to Visakhapatnam,APSRTC - 3017,INDRA(A.C. Seater),23:30,03:45,04h 15m,INR 414,35 Seats available,4.4
669,Rajahmundry to Visakhapatnam,APSRTC - 3181,INDRA(A.C. Seater),23:45,03:30,03h 45m,INR 414,31 Seats available,3.7
670,Rajahmundry to Visakhapatnam,NueGo,Electric A/C Seater/Sleeper (2+1),19:05,23:25,04h 20m,389,1 Seat available,4.3
671,Rajahmundry to Visakhapatnam,IRA Travels,A/C Seater / Sleeper (2+1),22:40,02:20,03h 40m,INR 750,9 Seats available,3.0
672,Rajahmundry to Visakhapatnam,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:10,02:00,02h 50m,INR 550,9 Seats available,3.3
673,Rajahmundry to Visakhapatnam,Navin Travels,Non A/C Seater / Sleeper (2+1),23:25,04:00,04h 35m,555,13 Seats available,3.5
674,Rajahmundry to Visakhapatnam,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),23:50,05:30,05h 40m,INR 550,14 Seats available,4.3
675,Rajahmundry to Visakhapatnam,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),23:55,03:45,03h 50m,INR 600,8 Seats available,4.3
676,Rajahmundry to Visakhapatnam,Prathap Travels,Non A/C Seater / Sleeper (2+1),23:55,04:05,04h 10m,INR 550,5 Seats available,3.9
677,Rajahmundry to Visakhapatnam,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),23:55,03:10,03h 15m,INR 550,8 Seats available,4.3
678,Rajahmundry to Visakhapatnam,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),23:58,05:15,05h 17m,INR 650,24 Seats available,3.6
679,Rajahmundry to Visakhapatnam,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,INR 600,15 Seats available,4.3
680,Hyderabad to Eluru,APSRTC - 4799,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,07:20,11h 05m,INR 598,2 Seats available,3.4
681,Hyderabad to Eluru,APSRTC - 91212,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,04:45,08h 30m,INR 537,23 Seats available,4.1
682,Hyderabad to Eluru,APSRTC - 37801,INDRA(A.C. Seater),20:20,05:15,08h 55m,INR 649,12 Seats available,4.1
683,Hyderabad to Eluru,APSRTC - 4805,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,06:15,09h 45m,INR 623,22 Seats available,2.8
684,Hyderabad to Eluru,APSRTC - 2545,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,06:00,09h 30m,INR 569,25 Seats available,4.3
685,Hyderabad to Eluru,Sai RK Travels,Non A/C Seater / Sleeper (2+1),21:40,05:00,07h 20m,INR 560,8 Seats available,4.0
686,Hyderabad to Eluru,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),22:06,05:26,07h 20m,INR 666,7 Seats available,4.8
687,Hyderabad to Eluru,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,05:15,08h 15m,INR 700,9 Seats available,4.5
688,Hyderabad to Eluru,NueGo,Electric A/C Seater (2+2),22:40,07:48,09h 08m,523,11 Seats available,4.2
689,Hyderabad to Eluru,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),19:05,04:07,09h 02m,INR 610,21 Seats available,4.1
690,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:37,02:45,06h 08m,INR 451,28 Seats available,4.0
691,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:40,05h 40m,INR 483,21 Seats available,2.8
692,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4250,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:02,05h 47m,INR 483,23 Seats available,4.1
693,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4620,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:30,05h 45m,INR 483,8 Seats available,3.8
694,Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4198,INDRA(A.C. Seater),22:11,03:20,05h 09m,INR 585,19 Seats available,4.3
695,Guntur (Andhra Pradesh) to Hyderabad,Zingbus Plus,A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,592,8 Seats available,4.6
696,Guntur (Andhra Pradesh) to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,INR 749,3 Seats available,4.6
697,Guntur (Andhra Pradesh) to Hyderabad,NueGo,Electric A/C Seater (2+2),21:50,06:10,08h 20m,546,3 Seats available,4.4
698,Guntur (Andhra Pradesh) to Hyderabad,AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),22:25,05:55,07h 30m,INR 719,7 Seats available,4.7
699,Guntur (Andhra Pradesh) to Hyderabad,Svkdt travels,A/C Sleeper (2+1),22:00,05:45,07h 45m,INR 790,7 Seats available,4.2
